No,食品名,量(g),カロリー(kcal) ,タンパク質(g),脂質(g),炭水化物(g)
1636,納豆キムチご飯,251,387,13.33,5.6,68.57
1637,納豆オクラうどん,459,381,15.01,3.49,70.09
1638,納豆ご飯,215.6,375,12.68,5.56,66.17
1639,納豆たくあんご飯,220,372,12.43,5.5,65.96
1640,納豆オクラそば,429,365,18.62,3.99,64.61
1641,おろしうどん,505,338,10.15,1.01,68.93
1642,納豆たくあんトースト,135,338,14.19,15.75,35.09
1643,おろしそば,475,323,13.78,1.52,63.46
1644,納豆餅,78.3,172,6.65,2.96,28.77
1645,からみ餅,106,131,2.76,0.45,27.81
1646,しめ鯖寿司,41,103,4.26,5.55,7.75
1647,筋子寿司,41.6,92,6.89,3.67,7.86
1648,ハマチ寿司,41,86,4.48,3.81,7.47
1649,ぶり寿司,41,86,4.82,3.69,7.47
1650,イワシ寿司,41,78,4.5,2.95,7.55
1651,穴子寿司,45.5,74,4.15,2.03,9.07
1652,鯛寿司,41,74,4.88,2.33,7.43
1653,たまご寿司,46,73,3.24,2.45,9.01
1654,サーモン寿司,41,63,5.04,1.07,7.43
1655,甘エビ寿司,51,61,6.48,0.26,7.41
1656,カンパチ寿司,41,61,4.74,1.01,7.43
1657,マグロ寿司,41,60,5.82,0.45,7.43
1658,ヒラメ寿司,41,60,4.78,0.91,7.41
1659,アジ寿司,41,59,4.68,0.87,7.43
1660,つぶ貝寿司,41,52,4.1,0.21,7.87
1661,ホタテ寿司,36,50,3.23,0.19,8.15
1662,タコ寿司,41,50,3.82,0.31,7.43
1663,ホッキ貝寿司,41,50,2.76,0.39,8.17
1664,赤貝寿司,41,50,3.24,0.23,8.11
1665,数の子寿司,31,44,2.04,0.47,7.47
1666,アワビ寿司,31,42,1.81,0.2,7.81
1667,ズワイガニ寿司,31,41,1.93,0.21,7.42
1668,さんま丼,479,1059,44.07,48.76,98.96
1669,生ハムトマトクリームパスタ,543.2,913,46.82,40.58,83.06
1670,生ハムクリームパスタ,463,894,46.21,40.51,79.17
1671,生ハムカルボナーラ,409.1,855,35.14,43.45,73.31
1672,キムチマヨネーズチャーハン,420.2,853,15.88,40.21,100.13
1673,生ハムアボカドパスタ,365,690,22.01,32.34,75.85
1674,生ハムアスパラクリームパスタ,466,690,27.68,26.75,80.2
1675,たらこクリームパスタ ,394,678,24.07,25.93,81.56
1676,たらこチャーハン,370.5,674,21.19,21.12,94.37
1677,キムチマヨネーズ丼,334,628,8.25,19,101.5
1678,生ハムトマトパスタ,462.7,597,21.65,19.48,80.14
1679,生ハムほうれん草パスタ,397.5,584,22.66,19.72,75.37
1680,生ハムキャベツパスタ,377.5,581,21.48,19.44,76.44
1681,生ハムペペロンチーノ,307.5,581,21.19,19.5,75.18
1682,カンパチ丼,374,580,28.57,5.35,99.04
1683,オクラベーコンパスタ,324,573,16.98,21.03,75.01
1684,キムチ焼きうどん,392.3,541,13.69,23.89,63.24
1685,とろろそうめん,540,535,17.06,1.94,108.32
1686,オクラトマトパスタ,389.5,522,15.42,14.45,78.87
1687,オクラパスタ,307,503,14.77,14.37,74.97
1688,たらこマヨネーズご飯,232,492,12.97,19.95,62.38
1689,たらこクリームうどん ,463,491,19.77,14.49,66.72
1690,明太子クリームうどん,458,481,17.86,13.88,67.37
1691,キムチうどん,569,478,16.79,8.48,80.29
1692,納豆卵かけご飯,278,456,20.77,11.62,63.72
1693,キムチ焼きそば,335,446,10.99,13.87,66
1694,明太子バターうどん,296,426,13.35,16.4,53.4
1695,たらこバターうどん,283,425,13.9,16.98,50.97
1696,卵かけご飯チーズ,246,418,16.61,11.32,57.88
1697,たらこバター醤油ご飯,220,414,12.65,11.62,61.31
1698,卵かけご飯ごま油,232,392,12.53,10.63,57.65
1699,卵かけご飯オリーブオイル,232,392,12.53,10.63,57.65
1700,さんまご飯,242.8,388,10.95,9.06,62.21
1701,明太子リゾット,344.3,365,15.67,14.84,41.49
1702,けんちんそば,582,361,15.36,4.42,62.97
1703,卵かけご飯鰹節,229.5,360,13.66,6.68,57.67
1704,とろろご飯,246.5,355,9.64,3.62,68.53
1705,明太子卵焼き,196,351,20.13,25.19,6.76
1706,たらこマヨネーズトースト,97,338,9.42,20.49,28.64
1707,明太マヨトースト,97,336,8.97,20.28,29.03
1708,たらこ茶漬け,396.5,329,10.07,3.05,62.96
1709,明太子茶漬け,396.5,325,9.63,2.85,63.36
1710,たらこご飯 ,190,312,11.19,1.88,59.49
1711,明太子ご飯,185,302,9.25,1.31,60.11
1712,かぼすご飯,186,281,5.08,0.52,61.53
1713,そば寿司,244,276,11.37,2.12,53.78
1714,たらこトースト ,86,256,9.65,11.49,28.54
1715,明太子トースト,86,254,9.2,11.28,28.93
1716,りんごご飯,167.65,233,3.96,0.57,51.15
1717,そばがき,150,182,6,1.55,34.8
1718,麻婆チャーハン,584,940,32.82,40.12,104.65
1719,豚キムチチャーハン,426.2,797,19.78,32.52,99.09
1720,麻婆そうめん,592.8,782,33.91,32.72,78.49
1721,麻婆そば,582.8,734,36.95,33.51,66.32
1722,ビーフシチューリゾット,531,722,27.19,39.93,51.88
1723,オムカレー,551.2,700,24.8,25.58,86.65
1724,麻婆焼きそば,450.9,694,28.59,28.95,74.71
1725,麻婆うどん,552.8,680,30.46,32.62,58.54
1726,焼きそばカルボナーラ,234.1,672,17.91,38.35,58.85
1727,明太子チャーハン,370.5,671,20.3,20.67,95.14
1728,ツナ大根おろしパスタ,411.5,663,28.31,26.21,74.73
1729,カレーチーズリゾット,436.5,646,29.25,35.18,48.02
1730,バター醤油焼きそば,716.2,616,21.27,21.41,85.8
1731,辛子マヨネーズ焼きそば,304.9,607,16.01,26.68,71.86
1732,辛味噌焼きそば,345,600,15.9,21.6,78.25
1733,ケチャップ焼きそば,297.1,591,13.96,24.9,74.39
1734,チーズ焼きそば,316.9,589,23.45,22.85,68.42
1735,味噌焼きそば,327,585,14.85,21.45,76.55
1736,醤油焼きそば,358,580,15.25,25.2,67.98
1737,焼きそばペペロンチーノ,287,580,15.67,16.39,91.04
1738,塩昆布チャーハン,291.2,574,8.04,15.81,97.67
1739,明太マヨ焼きそば,214.7,573,14.23,29.05,60.09
1740,カレー焼きそば,339,563,14.34,25.49,64.48
1741,柚子胡椒焼きそば,347.3,563,14.41,25.53,65.05
1742,豚キムチ焼きそば,362,561,15.28,24.25,66.03
1743,にんにく焼きそば,342,557,14.3,25.21,64.16
1744,カレーリゾット,412.5,553,22.52,28.67,47.69
1745,レモン焼きそば,292.5,550,13.19,25.13,63.94
1746,柚子胡椒チャーハン,354,542,17.81,7.26,95.76
1747,焼きそばミートソース,263.3,511,11.77,19.56,67.91
1748,塩昆布パスタ,309.5,511,16.68,14.55,78.8
1749,たらこ焼きそば,201.7,456,15.91,16.08,58.65
1750,塩昆布焼きそば,260,447,11.36,14.77,67.86
1751,明太子焼きそば,196.7,447,13.97,15.5,59.29
1752,ソーセージエッグマフィン,182,440,21.62,28.19,22.02
1753,きのこリゾット,416.8,404,18.34,20.09,38.14
1754,シチューリゾット,314,389,12.15,15.1,47.32
1755,けんちんうどん,612,373,11.75,3.92,68.48
1756,けんちんそば,582,361,15.36,4.42,62.97
1757,牛乳リゾット,285.8,346,10.92,13.06,44.84
1758,はらこ飯,217.3,341,21.25,4.8,48.76
1759,焼きおにぎりリゾット,298.3,340,13.21,12.53,41.64
1760,鮭の炊き込みご飯,207,313,17.86,3.25,48.6
1761,ソーセージマフィン,115.5,311,14.19,17.99,21.49
1762,ホタテの炊き込みご飯,305.7,309,19.5,1.56,50.47
1763,小倉マフィン,88.7,277,4.58,10.13,41.15
1764,クリームチーズマフィン,78.7,273,4.54,16.55,25.41
1765,チーズマフィン,78.7,272,7.44,15.15,25.21
1766,おろし醤油うどん,357,271,7.68,1.04,56.01
1767,牡蠣ご飯,207.3,267,8.46,1.39,51.49
1768,チキン南蛮定食,631,928,31.8,47.83,83.04
1769,ホワイトソースオムライス,504.7,924,28.87,40.22,103.01
1770,デミグラスソースオムライス,494.7,920,28.69,40.32,101.51
1771,とんかつ定食,613.6,914,30.01,37.92,106.15
1772,お好み焼き定食,607,911,26.65,23.86,140.46
1773,唐揚げ定食,614.5,897,30.91,41.54,92.36
1774,肉野菜炒め定食,653.5,856,20.13,42.28,92.6
1775,コンビーフチャーハン,429,789,25.27,28.49,101.67
1776,カキフライ定食,634.5,787,20.11,26.01,112.12
1777,生姜焼き定食,589,766,28.98,26.33,93.53
1778,唐揚げ弁当,400,760,24.24,33.36,84.36
1779,コンビーフカレー,530.3,711,18.14,20.15,110.14
1780,カレーチーズリゾット,436.5,646,29.25,35.18,48.02
1781,オムライスリゾット,452.3,588,27.09,29.9,47.85
1782,鮭リゾット,386.3,579,24.95,29.86,49.79
1783,野菜炒め定食,669.4,549,10.64,11.98,99
1784,クラムチャウダーリゾット,394.5,540,15.78,23.95,62.96
1785,卵チーズリゾット,461.3,540,27.59,29.2,38.2
1786,エビリゾット,396.3,495,26.2,20.25,49.89
1787,りんごリゾット,410.1,480,11.15,22.27,56.76
1788,コンビーフチーズトースト,139.1,460,16.54,29.81,30.53
1789,カニリゾット,326.3,441,14.39,19.9,48.55
1790,ハム卵焼き,200,434,24.66,32.7,7.1
1791,コンビーフトースト,121,399,12.44,25.12,30.23
1792,コーンスープリゾット,356.8,382,10.35,10.28,60.83
1793,納豆リゾット,313.3,379,19.46,13.88,42.58
1794,キムチチーズリゾット,333,376,14.52,16.32,40.46
1795,カレートースト,161.5,354,11.68,19.23,32.28
1796,オレンジリゾット,332.8,333,6.26,11.58,48.56
1797,ポテトサラダトースト,118,332,10.67,17.61,31.58
1798,カレーグラタン,244.5,318,12.1,15.01,31.52
1799,ケチャップリゾット,337,313,12.03,9.5,42.36
1800,ポタージュリゾット,334.1,307,7.92,9.19,46.84
1801,チーズトーストマヨネーズ,90,303,9.85,16.36,28.79
1802,キムチリゾット,312,300,9.11,10.73,40.19
1803,卵リゾット,339.8,296,16.14,9.65,32.04
1804,チーズトーストバター,88,294,9.73,15.42,28.27
1805,シーフードリゾット,391.3,293,23.83,5.4,35.22
1806,レモンリゾット,322.8,291,6.91,11.49,36.54
1807,ガーリックリゾット,342.3,288,13.76,8.69,36.73
1808,チーズトーストはちみつ,99,281,9.71,7.32,44.99
1809,いちごリゾット,295.8,272,6.77,9.11,38.87
1810,ミートソースリゾット,268,268,9.35,6.43,42.29
1811,コンビーフおにぎり,138,266,5.48,6.22,45.4
1812,イカリゾット,346.8,260,17.62,4.06,34.44
1813,ホタルイカリゾット,346.8,257,13.84,5.44,34.44
1814,ヨーグルトリゾット,284.6,239,8.25,5.46,38.56
1815,ハマグリリゾット,351.8,208,10.87,0.95,34.72
1816,あさりリゾット,301.8,184,7.79,0.6,33.26
1817,ポテサラパン,80,170,5.19,4.08,27.86
1818,ステーキ定食,757.7,1099,44.78,57.89,89.18
1819,ハンバーグ定食,884.1,1079,47.3,46.24,109.81
1820,ローストビーフ丼,678.3,1058,61.18,31.27,122.23
1821,豚キムチ丼,658,1033,26.06,47.97,115.48
1822,豚の角煮定食,727,960,30.75,42.89,100.54
1823,照り焼きチキン定食,707.9,956,49.13,39.15,90.97
1824,チキンカツ丼,575,949,37.26,35.54,110.17
1825,バターチキンカレー,721,923,31.51,33.02,118.75
1826,トンテキ定食,687.7,915,39.27,37.62,97.86
1827,お好み焼き定食,607,911,26.65,23.86,140.46
1828,アジフライ定食,637,860,40.51,30.07,98.16
1829,さばの味噌煮定食,570,804,39.56,28.79,93.37
1830,担々麺,865,796,34.34,35.12,82.52
1831,メンチカツ定食,619,792,22.53,26,112.78
1832,エビフライ定食,613.05,754,31.45,21.27,101.46
1833,餃子定食,539.7,723,21.64,21.86,103.73
1834,チンジャオロース定食,594.3,713,26.98,26.8,85.7
1835,どて煮丼,560,711,47.38,8.18,109.31
1836,キーマカレー,467.8,711,18.57,18.15,112.23
1837,ぶりの照り焼き定食,581,703,27.07,18.13,99.23
1838,回鍋肉定食,538.5,641,18.15,22.89,84.81
1839,刺身定食,623.5,636,42.34,10.04,88.66
1840,酢豚定食,609.9,634,23.85,14.45,99.23
1841,酸辣湯麺,937,628,29.7,13.4,86.95
1842,チャーシュー丼,401,626,22.22,6.62,114.93
1843,焼き鯖定食,525,620,32.24,15.54,82.01
1844,納豆定食,494,573,24.65,12.3,88.72
1845,さんま定食,397,572,19.49,18.02,77.38
1846,レバニラ定食,595,571,23.56,11.72,87.17
1847,おにぎり定食,478.5,569,16.94,11.58,95.22
1848,ベーコンエピ,203.25,537,14.51,17.95,75.3
1849,天ざるそば,496.8,532,27.72,11.18,79.39
1850,天せいろ,495.8,531,27.32,11.16,78.98
1851,ベーコンエッグトースト,161.8,464,16.31,30.74,28.7
1852,チキンカツサンド,210.2,458,28.71,20.52,37.04
1853,もやしラーメン,825,454,18.73,8.5,71.45
1854,しゃぶしゃぶ,664.75,445,30.64,26.32,16.62
1855,ざるラーメン,431,440,15.69,2.37,84.56
1856,鶏肉フォー,652.5,426,22.05,15.01,48.09
1857,牛肉フォー,652.5,408,27.01,10.57,48.55
1858,メンチカツサンド,165.5,386,11.73,18.88,40.94
1859,冷やしたぬきうどん,419,373,10.64,5.28,67.88
1860,チーズフォンデュパン,146.1,373,17.21,14.08,43.52
1861,もりそば,410,361,15.79,1.8,70.52
1862,ローストビーフサンド,106.3,306,12.59,19.82,19.45
1863,海鮮フォー,677.5,285,19.04,1.42,48.44
1864,ウインナーパン,95.3,260,8.61,11.47,28.73
1865,さばみりん干し,143,255,21.36,11.63,8.67
1866,フォー,425.5,200,3.45,0.85,43.06
1867,フォー麺,125,175,0.08,0.21,42.73
1868,味噌カツ丼,504.6,1055,30.12,37.69,131.1
1869,豚の角煮定食,727,960,30.75,42.89,100.54
1870,アルフレッドパスタ,440,893,34.32,44.62,80.78
1871,パッタイ,411,880,40.69,44.39,75.79
1872,まぜそば,563.5,845,44.57,34.09,80.02
1873,カレーラーメン,703,844,28.75,40.56,82.81
1874,コロッケ定食,658.2,836,20.34,27.12,123.68
1875,マグロ山かけ丼,606,824,51.09,3.7,141.99
1876,さんまの蒲焼き丼,368.5,763,20.08,23.77,106.2
1877,野菜あんかけ丼,679.3,740,15.01,22.01,113.78
1878,ガパオライス,424,695,28.7,22.77,88.15
1879,きのこカレー,636.1,674,12.28,18.19,117.61
1880,鶏そぼろ丼,404,667,28.85,9.09,108.11
1881,ボスカイオーラ,375.5,653,21.59,25.87,79.57
1882,ジャージャー麵,366,651,23.35,23.94,81.73
1883,ポモドーロパスタ,477.3,616,14.99,22.77,83.72
1884,味噌カツ,224.6,613,23.38,36.88,33.62
1885,にしんそば,585,608,30.83,13.98,81.78
1886,あんかけラーメン,796.3,597,22.85,16.96,83.13
1887,油そば,372.5,596,24.1,18.96,76.51
1888,トラパネーゼ,418,573,20.77,17.05,80.97
1889,キムチ鍋,802,553,35.53,28.63,32.64
1890,ブッタネスカ,426.4,542,19.49,13.86,81.23
1891,バター醤油パスタ,272.5,493,14.2,14.39,72.46
1892,トマトラーメン,444,493,15.67,7.81,84.98
1893,ネギラーメン,775,481,19.76,9.53,73.16
1894,コキール,337.2,459,27.65,22.79,34.02
1895,エビカツバーガー,210,441,24.74,19.76,39.21
1896,あんかけうどん,517,434,11.63,7.03,78.17
1897,わかめそば,465,381,16.83,1.91,74.26
1898,かぼちゃサラダトースト,118,363,10.28,20.69,33.37
1899,のり弁,222.5,363,9.28,0.76,76.7
1900,タリアテッレ,115,354,11.82,9.35,51.75
1901,納豆しらすトースト,124,347,12.59,18.79,31.69
1902,ちくわパン,129.5,328,12.41,16.1,31.59
1903,カレー鍋,442.5,274,15.75,16.51,14.38
1904,揚げ玉おにぎり,150,251,3.92,2.54,50.6
1905,塩バターパン,69.6,224,4.68,10.28,26.43
1906,ブイヤベース,438.3,215,19.77,6.71,14.64
1907,豆パン,78.3,214,6.48,6.38,30.85
1908,かぼちゃサラダパン,80,203,4.8,7.16,29.65
1909,カンパーニュ,75.34,165,5.5,1.01,33.24
1910,トムヤムクン,247.5,153,14.18,2.62,18.96
1911,磯辺餅,56.5,123,2.77,0.42,25.98
1912,イカ寿司,41,53,4.16,0.41,7.45
1913,うに寿司,31.6,48,2.39,0.67,8.01
1914,島豆腐,500,530,45.5,36,3.5
1915,カップ焼きそば,120,523,10.08,22.68,69.72
1916,さらしあん,120,462,31.44,1.2,80.16
1917,黒豆,140,405,19.74,13.16,51.8
1918,カップラーメン,90,403,9.63,17.73,51.21
1919,フライドポテト,135,320,3.92,14.31,43.74
1920,生揚げ,200,300,21.4,22.6,1.8
1921,つぶしあん,120,293,6.72,0.72,64.8
1922,焼き豆腐,300,264,23.4,17.1,3
1923,おぼろ豆腐,500,250,21.5,14,8.5
1924,豆きんとん,100,249,4.9,0.5,56.2
1925,ちくわぶ,140,239,9.94,1.68,43.54
1926,湯葉,100,231,21.8,13.7,4.1
1927,がんもどき,100,228,15.3,17.8,1.6
1928,木綿豆腐,300,216,19.8,12.6,4.8
1929,テンペ,100,202,15.8,9,15.4
1930,水煮大豆,140,196,18.06,9.38,10.78
1931,こしあん,120,186,11.76,0.72,32.52
1932,白こしあん,120,186,11.28,1.08,32.4
1933,マッシュポテト,50,179,3.3,0.3,41.4
1934,ソフト豆腐,300,177,15.3,9.9,6
1935,充填豆腐,300,177,15,9.3,7.5
1936,絹ごし豆腐,300,168,14.7,9,6
1937,とうふちくわ,130,164,19.37,5.72,8.71
1938,油揚げ,30,116,5.58,9.93,0.75
1939,こうじ納豆,50,114,7.65,4.05,12
1940,納豆,50,100,8.25,5,6.05
1941,ひきわり納豆,50,97,8.3,5,5.25
1942,高野豆腐,16,85,7.9,5.31,0.91
1943,グリンピース缶詰,85,83,3.06,0.34,16.75
1944,水菜の塩漬け,300,81,6,0.3,17.7
1945,からし菜漬け,200,72,8,0.2,14.4
1946,金山寺味噌,18,46,1.24,0.58,9
1947,ゆであずき,21,46,0.92,0.08,10.33
1948,きゅうりの醤油漬け,90,45,2.88,0.36,9.72
1949,干し菊,15,44,1.74,0.03,11.03
1950,おから,34.8,39,2.12,1.25,4.8
1951,ひしお味噌,18,37,1.17,0.49,6.98
1952,ソイミート,10,36,4.63,0.3,3.67
1953,きな粉,7,31,2.49,1.64,2.17
1954,板麩,8,30,2.05,0.26,4.58
1955,寺納豆,10,27,1.86,0.81,3.15
1956,きゅうりの味噌漬け,90,24,1.35,0.09,5.58
1957,車麩,6,23,1.81,0.2,3.25
1958,乾燥ゆば,4.5,23,2.39,1.26,0.4
1959,豆腐よう,10,19,0.95,0.83,1.91
1960,生麩,10,16,1.27,0.08,2.62
1961,きゅうりの漬物,90,14,0.9,0.09,3.33
1962,かぶの糠漬け,10,3,0.14,0.01,0.69
1963,アスパラ缶詰,12,3,0.29,0.01,0.52
1964,なすの素揚げ,200,368,2,34,13.4
1965,福神漬け,120,163,3.24,0.12,39.96
1966,味噌沢庵,200,156,9,0.6,32.6
1967,ガリ,300,153,0.6,0.9,37.5
1968,ヤマゴボウ味噌漬け ,200,144,8.2,0.2,31.2
1969,切り干し大根,50,140,2.85,0.25,33.75
1970,キムチ,300,138,8.4,0.9,23.7
1971,日野菜漬け,200,138,2.8,1,34.6
1972,すぐき漬,400,136,10.4,2.8,24.4
1973,みかん缶詰液汁,191,120,0.57,0.19,29.22
1974,べったら漬,200,114,1.8,0.2,28
1975,白瓜の塩漬け,600,96,6,0.6,22.2
1976,なめたけ,100,85,3.6,0.3,16.9
1977,水菜の塩漬け,300,81,6,0.3,17.7
1978,ホールトマト,400,80,3.6,0.8,17.6
1979,こんにゃく粉,40,71,1.2,0.04,34.12
1980,高菜漬,200,66,5.6,0.4,14
1981,山東菜漬,300,60,4.5,0.9,12
1982,紅生姜,300,57,0.6,1.2,12
1983,ナスの塩漬,200,46,2.8,0.2,10.4
1984,しば漬け,150,45,2.1,0.3,10.5
1985,刻み昆布,40,42,2.16,0.2,18.4
1986,しゃくし菜漬け,200,40,3.2,0.2,8.6
1987,塩昆布,30,33,5.07,0.12,11.1
1988,沢庵,90,24,1.71,0.09,4.95
1989,わさび漬け,16,23,1.14,0.08,4.48
1990,ザーサイ,100,23,2.5,0.1,4.6
1991,こんにゃく,300,21,0.3,0.3,9.9
1992,昆布の佃煮,12,20,0.72,0.12,4.07
1993,メンマ,100,19,1,0.5,3.6
1994,白こんにゃく,250,13,0.25,0,5.75
1995,角寒天,8,12,0.19,0.02,5.93
1996,しらたき,200,12,0.4,0,6
1997,とろろ昆布,10,12,0.65,0.09,5.02
1998,グリーンオリーブ,8,12,0.08,1.2,0.36
1999,竹の子の缶詰,50,12,1.35,0.1,2
2000,調味梅干,10,10,0.15,0.06,2.11
2001,奈良漬,6,9,0.27,0.01,2.45
2002,守口漬,5,9,0.27,0.01,2.22
2003,白菜の浅漬け,50,8,0.7,0.05,1.7
2004,野沢菜漬け,40,7,0.48,0.04,1.64
2005,新漬沢庵,10,6,0.12,0.03,1.52
2006,らっきょう甘酢漬,5,6,0.04,0.01,1.45
2007,海苔,3,6,1.24,0.11,1.33
2008,味付け海苔,3,5,1.2,0.11,1.25
2009,オリーブ,4,5,0.03,0.49,0.14
2010,スタッフドオリーブ,3,4,0.02,0.43,0.13
2011,梅干し,10,3,0.09,0.02,1.05
2012,ところてん,150,3,0.3,0,0.9
2013,大根糠漬け,8,2,0.1,0.01,0.54
2014,かつお節,300,1068,231.3,8.7,2.4
2015,すじこ,300,846,91.5,52.2,2.7
2016,うなぎの白焼き,150,497,31.05,38.7,0.15
2017,ツナ,165,441,29.21,35.81,0.17
2018,うなぎの蒲焼き,150,440,34.5,31.5,4.65
2019,鯖の味噌煮,200,434,32.6,27.8,13.2
2020,さば味付け,200,430,42.8,25.2,8
2021,フカヒレ,120,410,100.68,1.92,0
2022,さば水煮,200,380,41.8,21.4,0.4
2023,しめさば,110,373,20.46,29.59,1.87
2024,あみ佃煮,100,233,19.1,1.8,35.1
2025,ツナ・ホワイトミート,80,230,15.04,18.88,0.08
2026,サンマのかば焼,100,225,17.4,13,9.7
2027,かつおフレーク,150,212,27.6,4.05,16.05
2028,まぐろ味付フレーク,145,197,27.55,3.34,14.36
2029,白子,300,186,40.2,2.4,0.6
2030,イカ塩辛,150,176,22.8,5.1,9.75
2031,塩さば,60,175,15.72,11.46,0.06
2032,アジの開き,78,172,19.19,9.59,0.08
2033,いくら,60,163,19.56,9.36,0.12
2034,新巻鮭,100,154,22.8,6.1,0.1
2035,粒ウニ,60,110,10.32,3.48,9.36
2036,練りうに,60,102,8.1,1.74,13.44
2037,ツナ・ホワイト水煮,80,78,14.64,2,0.32
2038,トップシェル缶詰,65,64,10.6,0.52,4.29
2039,めふん,80,62,13.52,0.72,0.32
2040,ツナ・ライト水煮,80,57,12.8,0.56,0.16
2041,キャビア,20,53,5.24,3.42,0.22
2042,このわた,80,51,9.12,1.44,0.4
2043,焼きたらこ,25,43,7.08,1.53,0.13
2044,たらこ,30,42,7.2,1.41,0.12
2045,わかさぎのあめ煮,12,38,3.16,0.61,4.85
2046,めざし,13,33,2.37,2.46,0.07
2047,明太子,25,32,5.25,0.83,0.75
2048,でんぶ,10,28,2.55,0.11,4.15
2049,サルボウ,20,27,3.18,0.44,2.58
2050,板わかめ,20,27,3.34,0.24,9.48
2051,干しエビ,7,16,3.4,0.2,0.02
2052,ほたての干し貝柱,5,16,3.29,0.07,0.38
2053,角寒天,8,12,0.19,0.02,5.93
2054,削り節,3,11,2.27,0.1,0.01
2055,しらす,5,10,2.03,0.18,0.03
2056,エスカルゴ,12,10,1.98,0.12,0.1
2057,ワカサギの佃煮,3,10,0.86,0.17,1.15
2058,数の子,10,9,1.5,0.3,0.06
2059,アミの塩辛,10,7,1.29,0.11,0.08
2060,海苔佃煮,7,5,1.01,0.09,1.48
2061,にぼし,1,3,0.65,0.06,0
2062,寒天,100,3,0,0,1.5
2063,あさりの佃煮,1.3,3,0.27,0.03,0.39
2064,ボロニアソーセージ,500,1255,62.5,105,14.5
2065,レバーソーセージ,200,736,29.4,67,3.8
2066,セミドライソーセージ,200,678,30.8,59.4,5.2
2067,リオナソーセージ,200,384,29.8,26.2,7.4
2068,鯨ベーコン,100,376,18.8,31.4,0.2
2069,エビグラタン,200,266,9.6,13.4,26.6
2070,レトルトカレー,220,260,7.26,16.06,21.56
2071,フォアグラ,50,255,4.15,24.95,0.75
2072,餃子,120,236,8.52,9.72,28.56
2073,魚肉ハム,130,205,17.42,8.71,14.43
2074,コンビーフ,100,203,19.8,13,1.7
2075,スモークレバー,100,198,29.6,7.7,2.6
2076,フランクフルト,60,179,7.62,14.82,3.72
2077,昆布巻きかまぼこ,200,168,17.8,1,22
2078,魚肉ソーセージ,90,145,10.35,6.48,11.34
2079,やきとり缶詰,80,142,14.72,6.24,6.56
2080,かまぼこ,145,138,17.4,1.31,14.07
2081,すまき,150,135,18,1.2,13.05
2082,なると,160,128,12.16,0.64,18.56
2083,ピータン,55,118,7.54,9.08,0
2084,はんぺん,120,113,11.88,1.2,13.68
2085,厚焼きたまご,70,106,7.56,6.37,4.48
2086,さつま揚げ,65,90,8.13,2.41,9.04
2087,だし巻きたまご,70,90,7.84,6.3,0.35
2088,焼抜かまぼこ,80,82,12.96,0.8,5.92
2089,コーンスープ,19,81,1.54,2.6,12.81
2090,ローストビーフ,40,78,8.68,4.68,0.36
2091,ベーコン,17,69,2.19,6.65,0.05
2092,伊達巻,30,59,4.38,2.25,5.28
2093,ウィンナー,18,58,2.38,5.13,0.54
2094,ソーセージ,20,56,2.8,4.88,0.16
2095,ロースベーコン,25,53,4.2,3.65,0.8
2096,玉子豆腐,65,51,4.16,3.25,1.3
2097,このわた,80,51,9.12,1.44,0.4
2098,ショルダーハム,20,46,3.22,3.64,0.12
2099,骨付きハム,20,44,3.34,3.32,0.16
2100,ロースハム,20,39,3.3,2.78,0.26
2101,ショルダーベーコン,20,37,3.44,2.38,0.5
2102,生ハム,15,37,3.6,2.49,0.08
2103,ちくわ,30,36,3.66,0.6,4.05
2104,サラミ,7,35,1.78,3.01,0.15
2105,チョップドハム,20,27,2.34,0.84,2.54
2106,ボンレスハム,20,24,3.74,0.8,0.36
2107,プレスハム,20,24,3.08,0.9,0.78
2108,つみれ,20,23,2.4,0.86,1.3
2109,インスタント味噌汁,16,21,1.31,0.59,2.59
2110,抹茶,6,19,1.84,0.32,2.31
2111,イナゴの佃煮,7,17,1.84,0.1,2.26
2112,かにかま,15,14,1.82,0.08,1.38
2113,焼き豚,7,12,1.36,0.57,0.36
2114,おでん,754.7,634,46.49,30.94,41.28
2115,とんかつ,134.6,463,21.4,36.33,8.57
2116,かに玉,307.2,461,26.76,30.63,15.82
2117,ミートコロッケ,183,397,11.86,25.64,27.98
2118,アメリカンドッグ,100,356,9.69,27.74,16.39
2119,ステーキ,129.2,355,18,28.51,0.56
2120,八宝菜,289.1,353,17.17,24.6,12.52
2121,オムレツ,235,353,23.08,22.44,11.16
2122,麻婆豆腐,256.2,341,20.03,23.29,10.17
2123,チンジャオロース,194.8,318,16.25,23.03,9.06
2124,豆腐あんかけ,298,313,18.18,18.95,16.99
2125,チキンカツ,142.4,305,24.17,17.46,10.21
2126,唐揚げ,104.5,303,13.8,24.52,3.92
2127,春巻き,146.5,292,10.78,17.62,21.46
2128,ビーフストロガノフ,203.4,277,10.86,21.78,7.67
2129,クリームシチュー,306,269,12.48,17.07,14.26
2130,ハンバーグ,120,268,15.96,16.08,14.76
2131,ピラフ,165,266,6.27,4.62,49.67
2132,レトルトビーフシチュー,220,260,13.2,15.84,16.28
2133,酢豚,210.4,242,13.13,10.69,22.64
2134,チキンナゲット,102.4,219,18.1,12.29,7.15
2135,カニクリームコロッケ,64.2,218,4,15.41,14.39
2136,筑前煮,188,211,9.17,9.79,21.15
